3788	KCNS2	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2										
3743	KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7										
57709	SLC7A14	solute carrier family 7 (orphan transporter), member 14										
9152	SLC6A5	solute carrier family 6 (neurotransmitter transporter, glycine), member 5										
1826	DSCAM	Down syndrome cell adhesion molecule										
11086	ADAM29	ADAM metallopeptidase domain 29										
4225	MEP1B	meprin A, beta										
402117	VWC2L	von Willebrand factor C domain containing protein 2-like										
23439	ATP1B4	ATPase, Na+/K+ transporting, beta 4 polypeptide										
6559	SLC12A3	solute carrier family 12 (sodium/chloride transporters), member 3										
60482	SLC5A7	solute carrier family 5 (choline transporter), member 7										
731	C8A	complement component 8, alpha polypeptide										
6708	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)										
10786	SLC17A3	solute carrier family 17 (sodium phosphate), member 3										
133482	SLCO6A1	solute carrier organic anion transporter family, member 6A1										
480	ATP1A4	ATPase, Na+/K+ transporting, alpha 4 polypeptide										
157855	KCNU1	potassium channel, subfamily U, member 1										
387601	SLC22A25	solute carrier family 22, member 25										
6572	SLC18A3	solute carrier family 18 (vesicular acetylcholine), member 3										
6511	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6										
3747	KCNC2	potassium voltage-gated channel, Shaw-related subfamily, member 2										
3739	KCNA4	potassium voltage-gated channel, shaker-related subfamily, member 4										
496	ATP4B	ATPase, H+/K+ exchanging, beta polypeptide										
6561	SLC13A1	solute carrier family 13 (sodium/sulfate symporters), member 1										
10864	SLC22A7	solute carrier family 22 (organic anion transporter), member 7										
6582	SLC22A2	solute carrier family 22 (organic cation transporter), member 2										
169522	KCNV2	potassium channel, subfamily V, member 2										
7224	TRPC5	transient receptor potential cation channel, subfamily C, member 5										
9312	KCNB2	potassium voltage-gated channel, Shab-related subfamily, member 2										
93107	KCNG4	potassium voltage-gated channel, subfamily G, member 4										
83795	KCNK16	potassium channel, subfamily K, member 16										
283652	SLC24A5	solute carrier family 24, member 5										
56302	TRPV5	transient receptor potential cation channel, subfamily V, member 5										
119395	CALHM3	calcium homeostasis modulator 3										
7809	BSND	Bartter syndrome, infantile, with sensorineural deafness (Barttin)										
10246	SLC17A2	solute carrier family 17 (sodium phosphate), member 2										
8647	ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11										
6005	RHAG	Rh-associated glycoprotein										
6568	SLC17A1	solute carrier family 17 (sodium phosphate), member 1										
57282	SLC4A10	solute carrier family 4, sodium bicarbonate transporter, member 10										
283238	SLC22A24	solute carrier family 22, member 24										
9376	SLC22A8	solute carrier family 22 (organic anion transporter), member 8										
114571	SLC22A9	solute carrier family 22 (organic anion transporter), member 9										
157724	SLC7A13	solute carrier family 7 (anionic amino acid transporter), member 13										
387775	SLC22A10	solute carrier family 22, member 10										
6555	SLC10A2	solute carrier family 10 (sodium/bile acid cotransporter family), member 2										
6514	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2										
9389	SLC22A14	solute carrier family 22, member 14										
9390	SLC22A13	solute carrier family 22 (organic anion transporter), member 13										
10599	SLCO1B1	solute carrier organic anion transporter family, member 1B1										
732	C8B	complement component 8, beta polypeptide										
118427	OLFM3	olfactomedin 3										
282618	IL29	interleukin 29 (interferon, lambda 1)										
339967	TMPRSS11A	transmembrane protease, serine 11A										
2814	GP5	glycoprotein V (platelet)										
3938	LCT	lactase										
9407	TMPRSS11D	transmembrane protease, serine 11D										
56143	PCDHA5	protocadherin alpha 5										
27328	PCDH11X	protocadherin 11 X-linked										
2815	GP9	glycoprotein IX (platelet)										
417	ART1	ADP-ribosyltransferase 1										
54658	UGT1A1	UDP glucuronosyltransferase 1 family, polypeptide A1										
3812	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2										
100431172	KLRF2	killer cell lectin-like receptor subfamily F, member 2										
132724	TMPRSS11B	transmembrane protease, serine 11B										
91227	GGTLC2	gamma-glutamyltransferase light chain 2										
389208	TMPRSS11F	transmembrane protease, serine 11F										
2994	GYPB	glycophorin B (MNS blood group)										
56140	PCDHA8	protocadherin alpha 8										
144448	TSPAN19	tetraspanin 19										
3886	KRT35	keratin 35										
8689	KRT36	keratin 36										
3891	KRT85	keratin 85										
3849	KRT2	keratin 2										
3885	KRT34	keratin 34										
121391	KRT74	keratin 74										
338785	KRT79	keratin 79										
140807	KRT72	keratin 72										
84616	KRTAP4-4	keratin associated protein 4-4										
100505753	KRTAP16-1	keratin associated protein 16-1										
8687	KRT38	keratin 38										
8688	KRT37	keratin 37										
9228	DLGAP2	discs, large (Drosophila) homolog-associated protein 2										
342574	KRT27	keratin 27										
3884	KRT33B	keratin 33B										
140258	KRTAP13-1	keratin associated protein 13-1										
337880	KRTAP11-1	keratin associated protein 11-1										
51350	KRT76	keratin 76										
386683	KRTAP12-3	keratin associated protein 12-3										
353332	KRTAP12-1	keratin associated protein 12-1										
353288	KRT26	keratin 26										
147183	KRT25	keratin 25										
162605	KRT28	keratin 28										
83902	KRTAP17-1	keratin associated protein 17-1										
337976	KRTAP20-2	keratin associated protein 20-2										
337879	KRTAP8-1	keratin associated protein 8-1										
337966	KRTAP6-1	keratin associated protein 6-1										
337974	KRTAP19-7	keratin associated protein 19-7										
337882	KRTAP19-1	keratin associated protein 19-1										
337968	KRTAP6-3	keratin associated protein 6-3										
337978	KRTAP21-2	keratin associated protein 21-2										
284827	KRTAP13-4	keratin associated protein 13-4										
83896	KRTAP3-1	keratin associated protein 3-1										
85294	KRTAP2-4	keratin associated protein 2-4										
3883	KRT33A	keratin 33A										
337959	KRTAP13-2	keratin associated protein 13-2										
85293	KRTAP3-3	keratin associated protein 3-3										
81850	KRTAP1-3	keratin associated protein 1-3										
374454	KRT77	keratin 77										
57830	KRTAP5-8	keratin associated protein 5-8										
3888	KRT82	keratin 82										
85291	KRTAP4-2	keratin associated protein 4-2										
83755	KRTAP4-12	keratin associated protein 4-12										
83901	KRTAP9-8	keratin associated protein 9-8										
85280	KRTAP9-4	keratin associated protein 9-4										
85290	KRTAP4-3	keratin associated protein 4-3										
83900	KRTAP9-3	keratin associated protein 9-3										
83895	KRTAP1-5	keratin associated protein 1-5										
81871	KRTAP4-6	keratin associated protein 4-6										
653240	KRTAP4-11	keratin associated protein 4-11										
81851	KRTAP1-1	keratin associated protein 1-1										
81870	KRTAP9-9	keratin associated protein 9-9										
728224	KRTAP4-8	keratin associated protein 4-8										
100132386	KRTAP4-9	keratin associated protein 4-9										
728255	KRTAP1-4	keratin associated protein 1-4										
440021	KRTAP5-2	keratin associated protein 5-2										
387267	KRTAP5-4	keratin associated protein 5-4										
440050	KRTAP5-7	keratin associated protein 5-7										
730755	LOC730755	keratin associated protein 2-4-like										
192666	KRT24	keratin 24										
390792	KRT39	keratin 39										
125115	KRT40	keratin 40										
160492	IFLTD1	intermediate filament tail domain containing 1										
337973	KRTAP19-6	keratin associated protein 19-6										
337878	KRTAP7-1	keratin associated protein 7-1 (gene/pseudogene)										
440023	KRTAP5-6	keratin associated protein 5-6										
337972	KRTAP19-5	keratin associated protein 19-5										
337975	KRTAP20-1	keratin associated protein 20-1										
337970	KRTAP19-3	keratin associated protein 19-3										
388818	KRTAP26-1	keratin associated protein 26-1										
337971	KRTAP19-4	keratin associated protein 19-4										
728299	KRTAP19-8	keratin associated protein 19-8										
100288323	KRTAP21-3	keratin associated protein 21-3										
114794	ELFN2	extracellular leucine-rich repeat and fibronectin type III domain containing 2										
2249	FGF4	fibroblast growth factor 4										
140679	SLC32A1	solute carrier family 32 (GABA vesicular transporter), member 1										
9421	HAND1	heart and neural crest derivatives expressed 1										
11023	VAX1	ventral anterior homeobox 1										
343472	BARHL2	BarH-like homeobox 2										
5081	PAX7	paired box 7										
347741	OTOP3	otopetrin 3										
148066	ZNRF4	zinc and ring finger 4										
205147	FAM123C	family with sequence similarity 123C										
134288	TMEM174	transmembrane protein 174										
2688	GH1	growth hormone 1										
2253	FGF8	fibroblast growth factor 8 (androgen-induced)										
3596	IL13	interleukin 13										
2689	GH2	growth hormone 2										
1444	CSHL1	chorionic somatomammotropin hormone-like 1										
130120	REG3G	regenerating islet-derived 3 gamma										
26254	OPTC	opticin										
51156	SERPINA10	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10										
2658	GDF2	growth differentiation factor 2										
327657	SERPINA9	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9										
57642	COL20A1	collagen, type XX, alpha 1										
128822	CST9	cystatin 9 (testatin)										
3950	LECT2	leukocyte cell-derived chemotaxin 2										
4759	NEU2	sialidase 2 (cytosolic sialidase)										
340665	CYP26C1	cytochrome P450, family 26, subfamily C, polypeptide 1										
92736	OTOP2	otopetrin 2										
254910	LCE5A	late cornified envelope 5A										
131377	KBTBD5	kelch repeat and BTB (POZ) domain containing 5										
84076	TKTL2	transketolase-like 2										
138009	DCAF4L2	DDB1 and CUL4 associated factor 4-like 2										
84203	TXNDC2	thioredoxin domain containing 2 (spermatozoa)										
29999	FSCN3	fascin homolog 3, actin-bundling protein, testicular (Strongylocentrotus purpuratus)										
124912	SPACA3	sperm acrosome associated 3										
136242	PRSS37	protease, serine, 37										
1669	DEFA4	defensin, alpha 4, corticostatin										
1671	DEFA6	defensin, alpha 6, Paneth cell-specific										
282616	IL28A	interleukin 28A (interferon, lambda 2)										
354	KLK3	kallikrein-related peptidase 3										
53632	PRKAG3	protein kinase, AMP-activated, gamma 3 non-catalytic subunit										
63948	DMRTB1	DMRT-like family B with proline-rich C-terminal, 1										
121549	ASCL4	achaete-scute complex homolog 4 (Drosophila)										
283600	SLC25A47	solute carrier family 25, member 47										
5078	PAX4	paired box 4										
399823	FOXI2	forkhead box I2										
63973	NEUROG2	neurogenin 2										
114798	SLITRK1	SLIT and NTRK-like family, member 1										
92483	LDHAL6B	lactate dehydrogenase A-like 6B										
164127	C1orf65	chromosome 1 open reading frame 65										
163778	SPRR4	small proline-rich protein 4										
574414	PRR9	proline rich 9										
326	AIRE	autoimmune regulator										
165186	FAM179A	family with sequence similarity 179, member A										
137814	NKX2-6	NK2 homeobox 6										
283576	ZDHHC22	zinc finger, DHHC-type containing 22										
51475	CABP2	calcium binding protein 2										
349633	C11orf34	chromosome 11 open reading frame 34										
341405	ANKRD33	ankyrin repeat domain 33										
30814	PLA2G2E	phospholipase A2, group IIE										
613212	CTXN3	cortexin 3										
136371	ASB10	ankyrin repeat and SOCS box containing 10										
10816	SPINT3	serine peptidase inhibitor, Kunitz type, 3										
140832	WFDC10A	WAP four-disulfide core domain 10A										
11283	CYP4F8	cytochrome P450, family 4, subfamily F, polypeptide 8										
200523	C2orf51	chromosome 2 open reading frame 51										
128859	BPIFB6	BPI fold containing family B, member 6										
400258	C14orf180	chromosome 14 open reading frame 180										
386618	KCTD4	potassium channel tetramerisation domain containing 4										
196472	FAM71C	family with sequence similarity 71, member C										
125931	CEACAM20	carcinoembryonic antigen-related cell adhesion molecule 20										
138307	LCN8	lipocalin 8										
285852	TREML4	triggering receptor expressed on myeloid cells-like 4										
389827	TMEM8C	transmembrane protein 8C										
341116	MS4A10	membrane-spanning 4-domains, subfamily A, member 10										
114824	PNMA5	paraneoplastic antigen like 5										
146378	C16orf92	chromosome 16 open reading frame 92										
646174	C16orf90	chromosome 16 open reading frame 90										
253314	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B										
2248	FGF3	fibroblast growth factor 3										
5454	POU3F2	POU class 3 homeobox 2										
10660	LBX1	ladybird homeobox 1										
23440	OTP	orthopedia homeobox										
84684	INSM2	insulinoma-associated 2										
10215	OLIG2	oligodendrocyte lineage transcription factor 2										
167826	OLIG3	oligodendrocyte transcription factor 3										
5992	RFX4	regulatory factor X, 4 (influences HLA class II expression)										
27288	RBMXL2	RNA binding motif protein, X-linked-like 2										
55530	SVOP	SV2 related protein homolog (rat)										
57084	SLC17A6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6										
3050	HBZ	hemoglobin, zeta										
133060	OTOP1	otopetrin 1										
1369	CPN1	carboxypeptidase N, polypeptide 1										
11317	RBPJL	recombination signal binding protein for immunoglobulin kappa J region-like										
1761	DMRT1	doublesex and mab-3 related transcription factor 1										
63946	DMRTC2	DMRT-like family C2										
66037	BOLL	bol, boule-like (Drosophila)										
79727	LIN28A	lin-28 homolog A (C. elegans)										
4808	NHLH2	nescient helix loop helix 2										
4762	NEUROG1	neurogenin 1										
390992	HES3	hairy and enhancer of split 3 (Drosophila)										
340260	UNCX	UNC homeobox										
4760	NEUROD1	neurogenic differentiation 1										
256297	PTF1A	pancreas specific transcription factor, 1a										
128408	BHLHE23	basic helix-loop-helix family, member e23										
56934	CA10	carbonic anhydrase X										
148753	FAM163A	family with sequence similarity 163, member A										
2301	FOXE3	forkhead box E3										
6656	SOX1	SRY (sex determining region Y)-box 1										
4009	LMX1A	LIM homeobox transcription factor 1, alpha										
390874	ONECUT3	one cut homeobox 3										
120237	DBX1	developing brain homeobox 1										
83482	SCRT1	scratch homolog 1, zinc finger protein (Drosophila)										
51046	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3										
3166	HMX1	H6 family homeobox 1										
56341	PRMT8	protein arginine methyltransferase 8										
654429	LRTM2	leucine-rich repeats and transmembrane domains 2										
728116	ZBTB8B	zinc finger and BTB domain containing 8B										
283953	TMEM114	transmembrane protein 114										
30010	NXPH1	neurexophilin 1										
730130	TMEM229A	transmembrane protein 229A										
342865	VSTM2B	V-set and transmembrane domain containing 2B										
345456	PFN3	profilin 3										
147719	LYPD4	LY6/PLAUR domain containing 4										
348303	SELV	selenoprotein V										
3605	IL17A	interleukin 17A										
6906	SERPINA7	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7										
265	AMELX	amelogenin, X-linked										
5617	PRL	prolactin										
2250	FGF5	fibroblast growth factor 5										
8823	FGF16	fibroblast growth factor 16										
26291	FGF21	fibroblast growth factor 21										
9313	MMP20	matrix metallopeptidase 20										
4317	MMP8	matrix metallopeptidase 8 (neutrophil collagenase)										
112744	IL17F	interleukin 17F										
3456	IFNB1	interferon, beta 1, fibroblast										
1990	CELA1	chymotrypsin-like elastase family, member 1										
5275	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13										
9211	LGI1	leucine-rich, glioma inactivated 1										
1442	CSH1	chorionic somatomammotropin hormone 1 (placental lactogen)										
795	S100G	S100 calcium binding protein G										
1443	CSH2	chorionic somatomammotropin hormone 2										
5968	REG1B	regenerating islet-derived 1 beta										
1310	COL19A1	collagen, type XIX, alpha 1										
1834	DSPP	dentin sialophosphoprotein										
266	AMELY	amelogenin, Y-linked										
11172	INSL6	insulin-like 6										
5340	PLG	plasminogen										
89777	SERPINB12	serpin peptidase inhibitor, clade B (ovalbumin), member 12										
140453	MUC17	mucin 17, cell surface associated										
388697	HRNR	hornerin										
387837	CLEC12B	C-type lectin domain family 12, member B										
56955	MEPE	matrix extracellular phosphoglycoprotein										
256076	COL6A5	collagen, type VI, alpha 5										
9210	BMP15	bone morphogenetic protein 15										
5858	PZP	pregnancy-zone protein										
8748	ADAM20	ADAM metallopeptidase domain 20										
64100	ELSPBP1	epididymal sperm binding protein 1										
3578	IL9	interleukin 9										
8074	FGF23	fibroblast growth factor 23										
5276	SERPINI2	serpin peptidase inhibitor, clade I (pancpin), member 2										
4153	MBL2	mannose-binding lectin (protein C) 2, soluble										
58503	PROL1	proline rich, lacrimal 1										
2251	FGF6	fibroblast growth factor 6										
55801	IL26	interleukin 26										
10136	CELA3A	chymotrypsin-like elastase family, member 3A										
27302	BMP10	bone morphogenetic protein 10										
27179	IL36A	interleukin 36, alpha										
64806	IL25	interleukin 25										
3439	IFNA1	interferon, alpha 1										
56832	IFNK	interferon, kappa										
3567	IL5	interleukin 5 (colony-stimulating factor, eosinophil)										
29949	IL19	interleukin 19										
27177	IL36B	interleukin 36, beta										
27329	ANGPTL3	angiopoietin-like 3										
89778	SERPINB11	serpin peptidase inhibitor, clade B (ovalbumin), member 11 (gene/pseudogene)										
3273	HRG	histidine-rich glycoprotein										
5273	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10										
2158	F9	coagulation factor IX										
1370	CPN2	carboxypeptidase N, polypeptide 2										
145264	SERPINA12	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12										
23436	CELA3B	chymotrypsin-like elastase family, member 3B										
63036	CELA2A	chymotrypsin-like elastase family, member 2A										
80070	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif, 20										
5068	REG3A	regenerating islet-derived 3 alpha										
348174	CLEC18A	C-type lectin domain family 18, member A										
10047	CST8	cystatin 8 (cystatin-related epididymal specific)										
402635	GRIFIN	galectin-related inter-fiber protein										
2165	F13B	coagulation factor XIII, B polypeptide										
388698	FLG2	filaggrin family member 2										
100507679	MUC22	mucin 22										
23553	HYAL4	hyaluronoglucosaminidase 4										
723961	INS-IGF2	INS-IGF2 readthrough										
7047	TGM4	transglutaminase 4 (prostate)										
116179	TGM7	transglutaminase 7										
55997	CFC1	cripto, FRL-1, cryptic family 1										
283971	CLEC18C	C-type lectin domain family 18, member C										
253935	ANGPTL5	angiopoietin-like 5										
338324	S100A7A	S100 calcium binding protein A7A										
653275	CFC1B	cripto, FRL-1, cryptic family 1B										
64066	MMP27	matrix metallopeptidase 27										
140880	CST11	cystatin 11										
128821	CST9L	cystatin 9-like										
128817	CSTL1	cystatin-like 1										
118856	MMP21	matrix metallopeptidase 21										
8756	ADAM7	ADAM metallopeptidase domain 7										
56547	MMP26	matrix metallopeptidase 26										
93978	CLEC6A	C-type lectin domain family 6, member A										
170482	CLEC4C	C-type lectin domain family 4, member C										
56891	LGALS14	lectin, galactoside-binding, soluble, 14										
79748	LMAN1L	lectin, mannose-binding, 1 like										
4589	MUC7	mucin 7, secreted										
728276	CLEC19A	C-type lectin domain family 19, member A										
253970	SFTA3	surfactant associated 3										
5553	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)										
22798	LAMB4	laminin, beta 4										
1463	NCAN	neurocan										
258	AMBN	ameloblastin (enamel matrix protein)										
4146	MATN1	matrilin 1, cartilage matrix protein										
6975	TECTB	tectorin beta										
10394	PRG3	proteoglycan 3										
1758	DMP1	dentin matrix acidic phosphoprotein 1										
163479	FNDC7	fibronectin type III domain containing 7										
127731	VWA5B1	von Willebrand factor A domain containing 5B1										
131149	OTOL1	otolin 1										
11141	IL1RAPL1	interleukin 1 receptor accessory protein-like 1										
56163	RNF17	ring finger protein 17										
10407	SPAG11B	sperm associated antigen 11B										
5408	PNLIPRP2	pancreatic lipase-related protein 2										
84651	SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)										
140458	ASB5	ankyrin repeat and SOCS box containing 5										
167	CRISP1	cysteine-rich secretory protein 1										
5620	PRM2	protamine 2										
1082	CGB	chorionic gonadotropin, beta polypeptide										
3024	HIST1H1A	histone cluster 1, H1a										
255626	HIST1H2BA	histone cluster 1, H2ba										
173	AFM	afamin										
51297	BPIFA1	BPI fold containing family A, member 1										
200504	GKN2	gastrokine 2										
85509	MBD3L1	methyl-CpG binding domain protein 3-like 1										
83844	USP26	ubiquitin specific peptidase 26										
6822	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1										
5449	POU1F1	POU class 1 homeobox 1										
1581	CYP7A1	cytochrome P450, family 7, subfamily A, polypeptide 1										
653808	ZG16	zymogen granule protein 16 homolog (rat)										
2538	G6PC	glucose-6-phosphatase, catalytic subunit										
6492	SIM1	single-minded homolog 1 (Drosophila)										
3228	HOXC12	homeobox C12										
4618	MYF6	myogenic factor 6 (herculin)										
5015	OTX2	orthodenticle homeobox 2										
59335	PRDM12	PR domain containing 12										
94115	CGB8	chorionic gonadotropin, beta polypeptide 8										
151278	CCDC140	coiled-coil domain containing 140										
84366	PRAC	prostate cancer susceptibility candidate										
1641	DCX	doublecortin										
1549	CYP2A7	cytochrome P450, family 2, subfamily A, polypeptide 7										
6701	SPRR2B	small proline-rich protein 2B										
26285	CLDN17	claudin 17										
339896	GADL1	glutamate decarboxylase-like 1										
51557	LGSN	lengsin, lens protein with glutamine synthetase domain										
7547	ZIC3	Zic family member 3										
63974	NEUROD6	neurogenic differentiation 6										
56676	ASCL3	achaete-scute complex homolog 3 (Drosophila)										
